kind	class	method	param	index	uri
PARAMETER	io.micronaut.context.DefaultBeanContext	getBean(io.micronaut.core.type.Argument,io.micronaut.context.Qualifier)	beanType	0	/home/nima/Developer/taint-benchmarks/micronaut-core/inject/src/main/java/io/micronaut/context/DefaultBeanContext.java
METHOD	io.micronaut.context.DefaultBeanContext	getBean(io.micronaut.core.type.Argument,io.micronaut.context.Qualifier)	null	null	/home/nima/Developer/taint-benchmarks/micronaut-core/inject/src/main/java/io/micronaut/context/DefaultBeanContext.java
PARAMETER	io.micronaut.context.DefaultBeanContext	mapOfType(io.micronaut.context.BeanResolutionContext,io.micronaut.core.type.Argument,io.micronaut.context.Qualifier)	beanType	1	/home/nima/Developer/taint-benchmarks/micronaut-core/inject/src/main/java/io/micronaut/context/DefaultBeanContext.java
METHOD	io.micronaut.context.DefaultBeanContext	mapOfType(io.micronaut.context.BeanResolutionContext,io.micronaut.core.type.Argument,io.micronaut.context.Qualifier)	null	null	/home/nima/Developer/taint-benchmarks/micronaut-core/inject/src/main/java/io/micronaut/context/DefaultBeanContext.java
METHOD	io.micronaut.context.DefaultBeanContext	resolveKey(io.micronaut.context.BeanRegistration)	null	null	/home/nima/Developer/taint-benchmarks/micronaut-core/inject/src/main/java/io/micronaut/context/DefaultBeanContext.java
PARAMETER	io.micronaut.context.DefaultBeanContext	inject(T)	instance	0	/home/nima/Developer/taint-benchmarks/micronaut-core/inject/src/main/java/io/micronaut/context/DefaultBeanContext.java
METHOD	io.micronaut.context.DefaultBeanContext	inject(T)	null	null	/home/nima/Developer/taint-benchmarks/micronaut-core/inject/src/main/java/io/micronaut/context/DefaultBeanContext.java
PARAMETER	io.micronaut.context.DefaultBeanContext	createBean(java.lang.Class,io.micronaut.context.Qualifier)	beanType	0	/home/nima/Developer/taint-benchmarks/micronaut-core/inject/src/main/java/io/micronaut/context/DefaultBeanContext.java
METHOD	io.micronaut.context.DefaultBeanContext	createBean(java.lang.Class,io.micronaut.context.Qualifier)	null	null	/home/nima/Developer/taint-benchmarks/micronaut-core/inject/src/main/java/io/micronaut/context/DefaultBeanContext.java
PARAMETER	io.micronaut.context.DefaultBeanContext	createBean(java.lang.Class,io.micronaut.context.Qualifier,java.util.Map)	beanType	0	/home/nima/Developer/taint-benchmarks/micronaut-core/inject/src/main/java/io/micronaut/context/DefaultBeanContext.java
METHOD	io.micronaut.context.DefaultBeanContext	createBean(java.lang.Class,io.micronaut.context.Qualifier,java.util.Map)	null	null	/home/nima/Developer/taint-benchmarks/micronaut-core/inject/src/main/java/io/micronaut/context/DefaultBeanContext.java
PARAMETER	io.micronaut.context.DefaultBeanContext	createBean(java.lang.Class,io.micronaut.context.Qualifier,java.lang.Object[])	beanType	0	/home/nima/Developer/taint-benchmarks/micronaut-core/inject/src/main/java/io/micronaut/context/DefaultBeanContext.java
METHOD	io.micronaut.context.DefaultBeanContext	createBean(java.lang.Class,io.micronaut.context.Qualifier,java.lang.Object[])	null	null	/home/nima/Developer/taint-benchmarks/micronaut-core/inject/src/main/java/io/micronaut/context/DefaultBeanContext.java
PARAMETER	io.micronaut.context.DefaultBeanContext	doCreateBean(io.micronaut.context.BeanResolutionContext,io.micronaut.inject.BeanDefinition,io.micronaut.context.Qualifier,java.lang.Object[])	resolutionContext	0	/home/nima/Developer/taint-benchmarks/micronaut-core/inject/src/main/java/io/micronaut/context/DefaultBeanContext.java
PARAMETER	io.micronaut.context.DefaultBeanContext	doCreateBean(io.micronaut.context.BeanResolutionContext,io.micronaut.inject.BeanDefinition,io.micronaut.context.Qualifier,java.lang.Object[])	definition	1	/home/nima/Developer/taint-benchmarks/micronaut-core/inject/src/main/java/io/micronaut/context/DefaultBeanContext.java
METHOD	io.micronaut.context.DefaultBeanContext	doCreateBean(io.micronaut.context.BeanResolutionContext,io.micronaut.inject.BeanDefinition,io.micronaut.context.Qualifier,java.lang.Object[])	null	null	/home/nima/Developer/taint-benchmarks/micronaut-core/inject/src/main/java/io/micronaut/context/DefaultBeanContext.java
METHOD	io.micronaut.context.DefaultBeanContext	resolveArgumentValues(io.micronaut.context.BeanResolutionContext,io.micronaut.inject.BeanDefinition,java.lang.Object[])	null	null	/home/nima/Developer/taint-benchmarks/micronaut-core/inject/src/main/java/io/micronaut/context/DefaultBeanContext.java
PARAMETER	io.micronaut.context.DefaultBeanContext	destroyBean(io.micronaut.core.type.Argument,io.micronaut.context.Qualifier)	beanType	0	/home/nima/Developer/taint-benchmarks/micronaut-core/inject/src/main/java/io/micronaut/context/DefaultBeanContext.java
PARAMETER	io.micronaut.context.DefaultBeanContext	destroyBean(T)	bean	0	/home/nima/Developer/taint-benchmarks/micronaut-core/inject/src/main/java/io/micronaut/context/DefaultBeanContext.java
METHOD	io.micronaut.context.DefaultBeanContext	destroyBean(T)	null	null	/home/nima/Developer/taint-benchmarks/micronaut-core/inject/src/main/java/io/micronaut/context/DefaultBeanContext.java
PARAMETER	io.micronaut.context.DefaultBeanContext	destroyBean(java.lang.Class)	beanType	0	/home/nima/Developer/taint-benchmarks/micronaut-core/inject/src/main/java/io/micronaut/context/DefaultBeanContext.java
PARAMETER	io.micronaut.context.DefaultBeanContext	destroyBean(io.micronaut.inject.BeanDefinition)	beanDefinition	0	/home/nima/Developer/taint-benchmarks/micronaut-core/inject/src/main/java/io/micronaut/context/DefaultBeanContext.java
PARAMETER	io.micronaut.context.DefaultBeanContext	destroyBean(io.micronaut.context.BeanRegistration)	registration	0	/home/nima/Developer/taint-benchmarks/micronaut-core/inject/src/main/java/io/micronaut/context/DefaultBeanContext.java
PARAMETER	io.micronaut.context.DefaultBeanContext	destroyBean(io.micronaut.context.BeanRegistration,boolean)	registration	0	/home/nima/Developer/taint-benchmarks/micronaut-core/inject/src/main/java/io/micronaut/context/DefaultBeanContext.java
PARAMETER	io.micronaut.context.DefaultBeanContext	triggerPreDestroyListeners(io.micronaut.inject.BeanDefinition,T)	beanDefinition	0	/home/nima/Developer/taint-benchmarks/micronaut-core/inject/src/main/java/io/micronaut/context/DefaultBeanContext.java
PARAMETER	io.micronaut.context.DefaultBeanContext	triggerPreDestroyListeners(io.micronaut.inject.BeanDefinition,T)	bean	1	/home/nima/Developer/taint-benchmarks/micronaut-core/inject/src/main/java/io/micronaut/context/DefaultBeanContext.java
METHOD	io.micronaut.context.DefaultBeanContext	triggerPreDestroyListeners(io.micronaut.inject.BeanDefinition,T)	null	null	/home/nima/Developer/taint-benchmarks/micronaut-core/inject/src/main/java/io/micronaut/context/DefaultBeanContext.java
PARAMETER	io.micronaut.context.DefaultBeanContext	destroyProxyTargetBean(io.micronaut.context.BeanRegistration,boolean)	registration	0	/home/nima/Developer/taint-benchmarks/micronaut-core/inject/src/main/java/io/micronaut/context/DefaultBeanContext.java
PARAMETER	io.micronaut.context.DefaultBeanContext	triggerBeanDestroyedListeners(io.micronaut.inject.BeanDefinition,T)	beanDefinition	0	/home/nima/Developer/taint-benchmarks/micronaut-core/inject/src/main/java/io/micronaut/context/DefaultBeanContext.java
PARAMETER	io.micronaut.context.DefaultBeanContext	triggerBeanDestroyedListeners(io.micronaut.inject.BeanDefinition,T)	bean	1	/home/nima/Developer/taint-benchmarks/micronaut-core/inject/src/main/java/io/micronaut/context/DefaultBeanContext.java
METHOD	io.micronaut.context.DefaultBeanContext	triggerBeanDestroyedListeners(io.micronaut.inject.BeanDefinition,T)	null	null	/home/nima/Developer/taint-benchmarks/micronaut-core/inject/src/main/java/io/micronaut/context/DefaultBeanContext.java
PARAMETER	io.micronaut.context.DefaultBeanContext	getBeanType(io.micronaut.inject.BeanDefinition)	beanDefinition	0	/home/nima/Developer/taint-benchmarks/micronaut-core/inject/src/main/java/io/micronaut/context/DefaultBeanContext.java
METHOD	io.micronaut.context.DefaultBeanContext	getBeanType(io.micronaut.inject.BeanDefinition)	null	null	/home/nima/Developer/taint-benchmarks/micronaut-core/inject/src/main/java/io/micronaut/context/DefaultBeanContext.java
PARAMETER	io.micronaut.context.DefaultBeanContext	createBean(io.micronaut.context.BeanResolutionContext,java.lang.Class,io.micronaut.context.Qualifier)	beanType	1	/home/nima/Developer/taint-benchmarks/micronaut-core/inject/src/main/java/io/micronaut/context/DefaultBeanContext.java
METHOD	io.micronaut.context.DefaultBeanContext	createBean(io.micronaut.context.BeanResolutionContext,java.lang.Class,io.micronaut.context.Qualifier)	null	null	/home/nima/Developer/taint-benchmarks/micronaut-core/inject/src/main/java/io/micronaut/context/DefaultBeanContext.java
PARAMETER	io.micronaut.context.DefaultBeanContext	inject(io.micronaut.context.BeanResolutionContext,io.micronaut.inject.BeanDefinition,T)	resolutionContext	0	/home/nima/Developer/taint-benchmarks/micronaut-core/inject/src/main/java/io/micronaut/context/DefaultBeanContext.java
PARAMETER	io.micronaut.context.DefaultBeanContext	inject(io.micronaut.context.BeanResolutionContext,io.micronaut.inject.BeanDefinition,T)	instance	2	/home/nima/Developer/taint-benchmarks/micronaut-core/inject/src/main/java/io/micronaut/context/DefaultBeanContext.java
METHOD	io.micronaut.context.DefaultBeanContext	inject(io.micronaut.context.BeanResolutionContext,io.micronaut.inject.BeanDefinition,T)	null	null	/home/nima/Developer/taint-benchmarks/micronaut-core/inject/src/main/java/io/micronaut/context/DefaultBeanContext.java
PARAMETER	io.micronaut.context.DefaultBeanContext	getBeansOfType(io.micronaut.context.BeanResolutionContext,io.micronaut.core.type.Argument)	beanType	1	/home/nima/Developer/taint-benchmarks/micronaut-core/inject/src/main/java/io/micronaut/context/DefaultBeanContext.java
METHOD	io.micronaut.context.DefaultBeanContext	getBeansOfType(io.micronaut.context.BeanResolutionContext,io.micronaut.core.type.Argument)	null	null	/home/nima/Developer/taint-benchmarks/micronaut-core/inject/src/main/java/io/micronaut/context/DefaultBeanContext.java
PARAMETER	io.micronaut.context.DefaultBeanContext	getBeansOfType(io.micronaut.context.BeanResolutionContext,io.micronaut.core.type.Argument,io.micronaut.context.Qualifier)	beanType	1	/home/nima/Developer/taint-benchmarks/micronaut-core/inject/src/main/java/io/micronaut/context/DefaultBeanContext.java
METHOD	io.micronaut.context.DefaultBeanContext	getBeansOfType(io.micronaut.context.BeanResolutionContext,io.micronaut.core.type.Argument,io.micronaut.context.Qualifier)	null	null	/home/nima/Developer/taint-benchmarks/micronaut-core/inject/src/main/java/io/micronaut/context/DefaultBeanContext.java
PARAMETER	io.micronaut.context.DefaultBeanContext	getProxyTargetBean(java.lang.Class,io.micronaut.context.Qualifier)	beanType	0	/home/nima/Developer/taint-benchmarks/micronaut-core/inject/src/main/java/io/micronaut/context/DefaultBeanContext.java
METHOD	io.micronaut.context.DefaultBeanContext	getProxyTargetBean(java.lang.Class,io.micronaut.context.Qualifier)	null	null	/home/nima/Developer/taint-benchmarks/micronaut-core/inject/src/main/java/io/micronaut/context/DefaultBeanContext.java
PARAMETER	io.micronaut.context.DefaultBeanContext	getProxyTargetBean(io.micronaut.core.type.Argument,io.micronaut.context.Qualifier)	beanType	0	/home/nima/Developer/taint-benchmarks/micronaut-core/inject/src/main/java/io/micronaut/context/DefaultBeanContext.java
METHOD	io.micronaut.context.DefaultBeanContext	getProxyTargetBean(io.micronaut.core.type.Argument,io.micronaut.context.Qualifier)	null	null	/home/nima/Developer/taint-benchmarks/micronaut-core/inject/src/main/java/io/micronaut/context/DefaultBeanContext.java
PARAMETER	io.micronaut.context.DefaultBeanContext	getProxyTargetBean(io.micronaut.context.BeanResolutionContext,io.micronaut.core.type.Argument,io.micronaut.context.Qualifier)	beanType	1	/home/nima/Developer/taint-benchmarks/micronaut-core/inject/src/main/java/io/micronaut/context/DefaultBeanContext.java
METHOD	io.micronaut.context.DefaultBeanContext	getProxyTargetBean(io.micronaut.context.BeanResolutionContext,io.micronaut.core.type.Argument,io.micronaut.context.Qualifier)	null	null	/home/nima/Developer/taint-benchmarks/micronaut-core/inject/src/main/java/io/micronaut/context/DefaultBeanContext.java
PARAMETER	io.micronaut.context.DefaultBeanContext	findProxyTargetMethod(java.lang.Class,java.lang.String,java.lang.Class[])	beanType	0	/home/nima/Developer/taint-benchmarks/micronaut-core/inject/src/main/java/io/micronaut/context/DefaultBeanContext.java
PARAMETER	io.micronaut.context.DefaultBeanContext	findProxyTargetMethod(java.lang.Class,java.lang.String,java.lang.Class[])	method	1	/home/nima/Developer/taint-benchmarks/micronaut-core/inject/src/main/java/io/micronaut/context/DefaultBeanContext.java
PARAMETER	io.micronaut.context.DefaultBeanContext	findProxyTargetMethod(java.lang.Class,java.lang.String,java.lang.Class[])	arguments	2	/home/nima/Developer/taint-benchmarks/micronaut-core/inject/src/main/java/io/micronaut/context/DefaultBeanContext.java
METHOD	io.micronaut.context.DefaultBeanContext	findProxyTargetMethod(java.lang.Class,java.lang.String,java.lang.Class[])	null	null	/home/nima/Developer/taint-benchmarks/micronaut-core/inject/src/main/java/io/micronaut/context/DefaultBeanContext.java
PARAMETER	io.micronaut.context.DefaultBeanContext	findProxyTargetMethod(java.lang.Class,io.micronaut.context.Qualifier,java.lang.String,java.lang.Class[])	beanType	0	/home/nima/Developer/taint-benchmarks/micronaut-core/inject/src/main/java/io/micronaut/context/DefaultBeanContext.java
PARAMETER	io.micronaut.context.DefaultBeanContext	findProxyTargetMethod(java.lang.Class,io.micronaut.context.Qualifier,java.lang.String,java.lang.Class[])	method	2	/home/nima/Developer/taint-benchmarks/micronaut-core/inject/src/main/java/io/micronaut/context/DefaultBeanContext.java
METHOD	io.micronaut.context.DefaultBeanContext	findProxyTargetMethod(java.lang.Class,io.micronaut.context.Qualifier,java.lang.String,java.lang.Class[])	null	null	/home/nima/Developer/taint-benchmarks/micronaut-core/inject/src/main/java/io/micronaut/context/DefaultBeanContext.java
PARAMETER	io.micronaut.context.DefaultBeanContext	findProxyTargetMethod(io.micronaut.core.type.Argument,io.micronaut.context.Qualifier,java.lang.String,java.lang.Class[])	beanType	0	/home/nima/Developer/taint-benchmarks/micronaut-core/inject/src/main/java/io/micronaut/context/DefaultBeanContext.java
PARAMETER	io.micronaut.context.DefaultBeanContext	findProxyTargetMethod(io.micronaut.core.type.Argument,io.micronaut.context.Qualifier,java.lang.String,java.lang.Class[])	method	2	/home/nima/Developer/taint-benchmarks/micronaut-core/inject/src/main/java/io/micronaut/context/DefaultBeanContext.java
PARAMETER	io.micronaut.context.DefaultBeanContext	findProxyTargetBeanDefinition(java.lang.Class,io.micronaut.context.Qualifier)	beanType	0	/home/nima/Developer/taint-benchmarks/micronaut-core/inject/src/main/java/io/micronaut/context/DefaultBeanContext.java
METHOD	io.micronaut.context.DefaultBeanContext	findProxyTargetBeanDefinition(java.lang.Class,io.micronaut.context.Qualifier)	null	null	/home/nima/Developer/taint-benchmarks/micronaut-core/inject/src/main/java/io/micronaut/context/DefaultBeanContext.java
PARAMETER	io.micronaut.context.DefaultBeanContext	findProxyTargetBeanDefinition(io.micronaut.core.type.Argument,io.micronaut.context.Qualifier)	beanType	0	/home/nima/Developer/taint-benchmarks/micronaut-core/inject/src/main/java/io/micronaut/context/DefaultBeanContext.java
METHOD	io.micronaut.context.DefaultBeanContext	getBeanDefinitions(io.micronaut.context.Qualifier)	null	null	/home/nima/Developer/taint-benchmarks/micronaut-core/inject/src/main/java/io/micronaut/context/DefaultBeanContext.java
METHOD	io.micronaut.context.DefaultBeanContext	getAllBeanDefinitions()	null	null	/home/nima/Developer/taint-benchmarks/micronaut-core/inject/src/main/java/io/micronaut/context/DefaultBeanContext.java
METHOD	io.micronaut.context.DefaultBeanContext	getBeanDefinitionReferences()	null	null	/home/nima/Developer/taint-benchmarks/micronaut-core/inject/src/main/java/io/micronaut/context/DefaultBeanContext.java
PARAMETER	io.micronaut.context.DefaultBeanContext	registerBeanDefinition(io.micronaut.context.RuntimeBeanDefinition)	definition	0	/home/nima/Developer/taint-benchmarks/micronaut-core/inject/src/main/java/io/micronaut/context/DefaultBeanContext.java
METHOD	io.micronaut.context.DefaultBeanContext	registerBeanDefinition(io.micronaut.context.RuntimeBeanDefinition)	null	null	/home/nima/Developer/taint-benchmarks/micronaut-core/inject/src/main/java/io/micronaut/context/DefaultBeanContext.java
PARAMETER	io.micronaut.context.DefaultBeanContext	getBean(io.micronaut.context.BeanResolutionContext,java.lang.Class)	beanType	1	/home/nima/Developer/taint-benchmarks/micronaut-core/inject/src/main/java/io/micronaut/context/DefaultBeanContext.java
METHOD	io.micronaut.context.DefaultBeanContext	getBean(io.micronaut.context.BeanResolutionContext,java.lang.Class)	null	null	/home/nima/Developer/taint-benchmarks/micronaut-core/inject/src/main/java/io/micronaut/context/DefaultBeanContext.java
PARAMETER	io.micronaut.context.DefaultBeanContext	getBean(io.micronaut.inject.BeanDefinition)	definition	0	/home/nima/Developer/taint-benchmarks/micronaut-core/inject/src/main/java/io/micronaut/context/DefaultBeanContext.java
METHOD	io.micronaut.context.DefaultBeanContext	getBean(io.micronaut.inject.BeanDefinition)	null	null	/home/nima/Developer/taint-benchmarks/micronaut-core/inject/src/main/java/io/micronaut/context/DefaultBeanContext.java
PARAMETER	io.micronaut.context.DefaultBeanContext	getBean(io.micronaut.context.BeanResolutionContext,java.lang.Class,io.micronaut.context.Qualifier)	beanType	1	/home/nima/Developer/taint-benchmarks/micronaut-core/inject/src/main/java/io/micronaut/context/DefaultBeanContext.java
METHOD	io.micronaut.context.DefaultBeanContext	getBean(io.micronaut.context.BeanResolutionContext,java.lang.Class,io.micronaut.context.Qualifier)	null	null	/home/nima/Developer/taint-benchmarks/micronaut-core/inject/src/main/java/io/micronaut/context/DefaultBeanContext.java
PARAMETER	io.micronaut.context.DefaultBeanContext	getBean(io.micronaut.context.BeanResolutionContext,io.micronaut.core.type.Argument,io.micronaut.context.Qualifier)	beanType	1	/home/nima/Developer/taint-benchmarks/micronaut-core/inject/src/main/java/io/micronaut/context/DefaultBeanContext.java
METHOD	io.micronaut.context.DefaultBeanContext	getBean(io.micronaut.context.BeanResolutionContext,io.micronaut.core.type.Argument,io.micronaut.context.Qualifier)	null	null	/home/nima/Developer/taint-benchmarks/micronaut-core/inject/src/main/java/io/micronaut/context/DefaultBeanContext.java
PARAMETER	io.micronaut.context.DefaultBeanContext	getBean(io.micronaut.context.BeanResolutionContext,io.micronaut.inject.BeanDefinition,io.micronaut.core.type.Argument,io.micronaut.context.Qualifier)	beanDefinition	1	/home/nima/Developer/taint-benchmarks/micronaut-core/inject/src/main/java/io/micronaut/context/DefaultBeanContext.java
PARAMETER	io.micronaut.context.DefaultBeanContext	getBean(io.micronaut.context.BeanResolutionContext,io.micronaut.inject.BeanDefinition,io.micronaut.core.type.Argument,io.micronaut.context.Qualifier)	beanType	2	/home/nima/Developer/taint-benchmarks/micronaut-core/inject/src/main/java/io/micronaut/context/DefaultBeanContext.java
METHOD	io.micronaut.context.DefaultBeanContext	getBean(io.micronaut.context.BeanResolutionContext,io.micronaut.inject.BeanDefinition,io.micronaut.core.type.Argument,io.micronaut.context.Qualifier)	null	null	/home/nima/Developer/taint-benchmarks/micronaut-core/inject/src/main/java/io/micronaut/context/DefaultBeanContext.java
PARAMETER	io.micronaut.context.DefaultBeanContext	findBean(io.micronaut.context.BeanResolutionContext,java.lang.Class,io.micronaut.context.Qualifier)	beanType	1	/home/nima/Developer/taint-benchmarks/micronaut-core/inject/src/main/java/io/micronaut/context/DefaultBeanContext.java
METHOD	io.micronaut.context.DefaultBeanContext	findBean(io.micronaut.context.BeanResolutionContext,java.lang.Class,io.micronaut.context.Qualifier)	null	null	/home/nima/Developer/taint-benchmarks/micronaut-core/inject/src/main/java/io/micronaut/context/DefaultBeanContext.java
PARAMETER	io.micronaut.context.DefaultBeanContext	findBean(io.micronaut.context.BeanResolutionContext,io.micronaut.core.type.Argument,io.micronaut.context.Qualifier)	beanType	1	/home/nima/Developer/taint-benchmarks/micronaut-core/inject/src/main/java/io/micronaut/context/DefaultBeanContext.java
METHOD	io.micronaut.context.DefaultBeanContext	findBean(io.micronaut.context.BeanResolutionContext,io.micronaut.core.type.Argument,io.micronaut.context.Qualifier)	null	null	/home/nima/Developer/taint-benchmarks/micronaut-core/inject/src/main/java/io/micronaut/context/DefaultBeanContext.java
PARAMETER	io.micronaut.context.DefaultBeanContext	publishEvent(java.lang.Object)	event	0	/home/nima/Developer/taint-benchmarks/micronaut-core/inject/src/main/java/io/micronaut/context/DefaultBeanContext.java
PARAMETER	io.micronaut.context.DefaultBeanContext	publishEventAsync(java.lang.Object)	event	0	/home/nima/Developer/taint-benchmarks/micronaut-core/inject/src/main/java/io/micronaut/context/DefaultBeanContext.java
METHOD	io.micronaut.context.DefaultBeanContext	publishEventAsync(java.lang.Object)	null	null	/home/nima/Developer/taint-benchmarks/micronaut-core/inject/src/main/java/io/micronaut/context/DefaultBeanContext.java
PARAMETER	io.micronaut.context.DefaultBeanContext	findProxyBeanDefinition(java.lang.Class,io.micronaut.context.Qualifier)	beanType	0	/home/nima/Developer/taint-benchmarks/micronaut-core/inject/src/main/java/io/micronaut/context/DefaultBeanContext.java
METHOD	io.micronaut.context.DefaultBeanContext	findProxyBeanDefinition(java.lang.Class,io.micronaut.context.Qualifier)	null	null	/home/nima/Developer/taint-benchmarks/micronaut-core/inject/src/main/java/io/micronaut/context/DefaultBeanContext.java
PARAMETER	io.micronaut.context.DefaultBeanContext	findProxyBeanDefinition(io.micronaut.core.type.Argument,io.micronaut.context.Qualifier)	beanType	0	/home/nima/Developer/taint-benchmarks/micronaut-core/inject/src/main/java/io/micronaut/context/DefaultBeanContext.java
METHOD	io.micronaut.context.DefaultBeanContext	findProxyBeanDefinition(io.micronaut.core.type.Argument,io.micronaut.context.Qualifier)	null	null	/home/nima/Developer/taint-benchmarks/micronaut-core/inject/src/main/java/io/micronaut/context/DefaultBeanContext.java
METHOD	io.micronaut.context.DefaultBeanContext	resolveBeanDefinitionReferences()	null	null	/home/nima/Developer/taint-benchmarks/micronaut-core/inject/src/main/java/io/micronaut/context/DefaultBeanContext.java
METHOD	io.micronaut.context.DefaultBeanContext	resolveBeanDefinitionReferences(java.util.function.Predicate)	null	null	/home/nima/Developer/taint-benchmarks/micronaut-core/inject/src/main/java/io/micronaut/context/DefaultBeanContext.java
METHOD	io.micronaut.context.DefaultBeanContext	resolveBeanConfigurations()	null	null	/home/nima/Developer/taint-benchmarks/micronaut-core/inject/src/main/java/io/micronaut/context/DefaultBeanContext.java
PARAMETER	io.micronaut.context.DefaultBeanContext	loadListeners(java.lang.Class)	listenerType	0	/home/nima/Developer/taint-benchmarks/micronaut-core/inject/src/main/java/io/micronaut/context/DefaultBeanContext.java
METHOD	io.micronaut.context.DefaultBeanContext	loadListeners(java.lang.Class)	null	null	/home/nima/Developer/taint-benchmarks/micronaut-core/inject/src/main/java/io/micronaut/context/DefaultBeanContext.java
PARAMETER	io.micronaut.context.DefaultBeanContext	getTypeToListenerMap(java.lang.Class)	listenerType	0	/home/nima/Developer/taint-benchmarks/micronaut-core/inject/src/main/java/io/micronaut/context/DefaultBeanContext.java
METHOD	io.micronaut.context.DefaultBeanContext	getTypeToListenerMap(java.lang.Class)	null	null	/home/nima/Developer/taint-benchmarks/micronaut-core/inject/src/main/java/io/micronaut/context/DefaultBeanContext.java
PARAMETER	io.micronaut.context.DefaultBeanContext	initializeContext(java.util.List,java.util.List,java.util.List)	eagerInitBeans	0	/home/nima/Developer/taint-benchmarks/micronaut-core/inject/src/main/java/io/micronaut/context/DefaultBeanContext.java
PARAMETER	io.micronaut.context.DefaultBeanContext	initializeContext(java.util.List,java.util.List,java.util.List)	processedBeans	1	/home/nima/Developer/taint-benchmarks/micronaut-core/inject/src/main/java/io/micronaut/context/DefaultBeanContext.java
