kind	class	method	param	index	uri
METHOD	io.micronaut.http.server.netty.RoutingInBoundHandler	toNettyResponse(io.micronaut.http.HttpResponse)	null	null	/home/nima/Developer/taint-benchmarks/micronaut-core/http-server-netty/src/main/java/io/micronaut/http/server/netty/RoutingInBoundHandler.java
METHOD	io.micronaut.http.server.netty.RoutingInBoundHandler	createNettyResponse(io.micronaut.http.HttpResponse)	null	null	/home/nima/Developer/taint-benchmarks/micronaut-core/http-server-netty/src/main/java/io/micronaut/http/server/netty/RoutingInBoundHandler.java
PARAMETER	io.micronaut.http.server.netty.handler.PipeliningServerHandler	channelRead(io.netty.channel.ChannelHandlerContext,java.lang.Object)	ctx	0	/home/nima/Developer/taint-benchmarks/micronaut-core/http-server-netty/src/main/java/io/micronaut/http/server/netty/handler/PipeliningServerHandler.java
PARAMETER	io.micronaut.http.server.netty.handler.PipeliningServerHandler	channelRead(io.netty.channel.ChannelHandlerContext,java.lang.Object)	msg	1	/home/nima/Developer/taint-benchmarks/micronaut-core/http-server-netty/src/main/java/io/micronaut/http/server/netty/handler/PipeliningServerHandler.java
METHOD	io.micronaut.http.server.netty.NettyHttpRequest	getAttribute(java.lang.CharSequence)	null	null	/home/nima/Developer/taint-benchmarks/micronaut-core/http-server-netty/src/main/java/io/micronaut/http/server/netty/NettyHttpRequest.java
PARAMETER	io.micronaut.http.server.netty.NettyHttpRequest	serverPush(io.micronaut.http.HttpRequest)	request	0	/home/nima/Developer/taint-benchmarks/micronaut-core/http-server-netty/src/main/java/io/micronaut/http/server/netty/NettyHttpRequest.java
PARAMETER	io.micronaut.http.server.netty.NettyHttpRequest$1	initChannel(io.netty.handler.codec.http2.Http2StreamChannel)	ch	0	/home/nima/Developer/taint-benchmarks/micronaut-core/http-server-netty/src/main/java/io/micronaut/http/server/netty/NettyHttpRequest.java
METHOD	io.micronaut.http.server.netty.NettyHttpRequest$NettyMutableHttpRequest	getAttributes()	null	null	/home/nima/Developer/taint-benchmarks/micronaut-core/http-server-netty/src/main/java/io/micronaut/http/server/netty/NettyHttpRequest.java
METHOD	io.micronaut.http.server.netty.NettyHttpRequest$NettyMutableHttpRequest	getBody()	null	null	/home/nima/Developer/taint-benchmarks/micronaut-core/http-server-netty/src/main/java/io/micronaut/http/server/netty/NettyHttpRequest.java
METHOD	io.micronaut.http.server.netty.NettyHttpRequest$NettyMutableHttpRequest	getCookies()	null	null	/home/nima/Developer/taint-benchmarks/micronaut-core/http-server-netty/src/main/java/io/micronaut/http/server/netty/NettyHttpRequest.java
METHOD	io.micronaut.http.server.netty.NettyHttpRequest$NettyMutableHttpRequest	getMethod()	null	null	/home/nima/Developer/taint-benchmarks/micronaut-core/http-server-netty/src/main/java/io/micronaut/http/server/netty/NettyHttpRequest.java
METHOD	io.micronaut.http.server.netty.NettyHttpRequest$NettyMutableHttpRequest	getUri()	null	null	/home/nima/Developer/taint-benchmarks/micronaut-core/http-server-netty/src/main/java/io/micronaut/http/server/netty/NettyHttpRequest.java
METHOD	io.micronaut.http.server.netty.NettyHttpRequest$NettyMutableHttpRequest	toFullHttpRequest()	null	null	/home/nima/Developer/taint-benchmarks/micronaut-core/http-server-netty/src/main/java/io/micronaut/http/server/netty/NettyHttpRequest.java
METHOD	io.micronaut.http.server.netty.NettyHttpRequest$NettyMutableHttpRequest	toStreamHttpRequest()	null	null	/home/nima/Developer/taint-benchmarks/micronaut-core/http-server-netty/src/main/java/io/micronaut/http/server/netty/NettyHttpRequest.java
METHOD	io.micronaut.http.server.netty.NettyHttpRequest$NettyMutableHttpRequest	toHttpRequest()	null	null	/home/nima/Developer/taint-benchmarks/micronaut-core/http-server-netty/src/main/java/io/micronaut/http/server/netty/NettyHttpRequest.java
METHOD	io.micronaut.http.server.netty.body.ImmediateByteBody	processMultiImpl(io.micronaut.http.server.netty.FormDataHttpContentProcessor,io.netty.buffer.ByteBuf)	null	null	/home/nima/Developer/taint-benchmarks/micronaut-core/http-server-netty/src/main/java/io/micronaut/http/server/netty/body/ImmediateByteBody.java
METHOD	io.micronaut.http.server.netty.configuration.NettyHttpServerConfiguration	getServerType()	null	null	/home/nima/Developer/taint-benchmarks/micronaut-core/http-server-netty/src/main/java/io/micronaut/http/server/netty/configuration/NettyHttpServerConfiguration.java
METHOD	io.micronaut.http.server.netty.configuration.NettyHttpServerConfiguration	getFileTypeHandlerConfiguration()	null	null	/home/nima/Developer/taint-benchmarks/micronaut-core/http-server-netty/src/main/java/io/micronaut/http/server/netty/configuration/NettyHttpServerConfiguration.java
PARAMETER	io.micronaut.http.server.netty.configuration.NettyHttpServerConfiguration	setFileTypeHandlerConfiguration(io.micronaut.http.server.netty.configuration.NettyHttpServerConfiguration.FileTypeHandlerConfiguration)	fileTypeHandlerConfiguration	0	/home/nima/Developer/taint-benchmarks/micronaut-core/http-server-netty/src/main/java/io/micronaut/http/server/netty/configuration/NettyHttpServerConfiguration.java
METHOD	io.micronaut.http.server.netty.configuration.NettyHttpServerConfiguration$FileTypeHandlerConfiguration$CacheControlConfiguration	getPublic()	null	null	/home/nima/Developer/taint-benchmarks/micronaut-core/http-server-netty/src/main/java/io/micronaut/http/server/netty/configuration/NettyHttpServerConfiguration.java
