kind	class	method	param	index	uri
PARAMETER	io.micronaut.core.order.OrderUtil	getOrder(io.micronaut.core.annotation.AnnotationMetadata)	annotationMetadata	0	/home/nima/Developer/taint-benchmarks/micronaut-core/core/src/main/java/io/micronaut/core/order/OrderUtil.java
METHOD	io.micronaut.core.annotation.AnnotationMetadata	getDeclaredMetadata()	null	null	/home/nima/Developer/taint-benchmarks/micronaut-core/core/src/main/java/io/micronaut/core/annotation/AnnotationMetadata.java
METHOD	io.micronaut.core.annotation.AnnotationMetadata	getAnnotationNamesByStereotype(java.lang.String)	null	null	/home/nima/Developer/taint-benchmarks/micronaut-core/core/src/main/java/io/micronaut/core/annotation/AnnotationMetadata.java
METHOD	io.micronaut.core.annotation.AnnotationMetadata	getAnnotationValuesByStereotype(java.lang.String)	null	null	/home/nima/Developer/taint-benchmarks/micronaut-core/core/src/main/java/io/micronaut/core/annotation/AnnotationMetadata.java
METHOD	io.micronaut.core.annotation.AnnotationMetadata	getAnnotationNames()	null	null	/home/nima/Developer/taint-benchmarks/micronaut-core/core/src/main/java/io/micronaut/core/annotation/AnnotationMetadata.java
METHOD	io.micronaut.core.annotation.AnnotationMetadata	getStereotypeAnnotationNames()	null	null	/home/nima/Developer/taint-benchmarks/micronaut-core/core/src/main/java/io/micronaut/core/annotation/AnnotationMetadata.java
METHOD	io.micronaut.core.annotation.AnnotationMetadata	getDeclaredStereotypeAnnotationNames()	null	null	/home/nima/Developer/taint-benchmarks/micronaut-core/core/src/main/java/io/micronaut/core/annotation/AnnotationMetadata.java
METHOD	io.micronaut.core.annotation.AnnotationMetadata	getDeclaredAnnotationNames()	null	null	/home/nima/Developer/taint-benchmarks/micronaut-core/core/src/main/java/io/micronaut/core/annotation/AnnotationMetadata.java
METHOD	io.micronaut.core.annotation.AnnotationMetadata	getDeclaredAnnotationNamesByStereotype(java.lang.String)	null	null	/home/nima/Developer/taint-benchmarks/micronaut-core/core/src/main/java/io/micronaut/core/annotation/AnnotationMetadata.java
PARAMETER	io.micronaut.core.annotation.AnnotationMetadata	getValues(java.lang.String,java.lang.Class)	annotation	0	/home/nima/Developer/taint-benchmarks/micronaut-core/core/src/main/java/io/micronaut/core/annotation/AnnotationMetadata.java
