kind	class	method	param	index	uri
PARAMETER	io.micronaut.http.codec.MediaTypeCodec	encode(io.micronaut.core.type.Argument,T,java.io.OutputStream)	type	0	/home/nima/Developer/taint-benchmarks/micronaut-core/http/src/main/java/io/micronaut/http/codec/MediaTypeCodec.java
PARAMETER	io.micronaut.http.codec.MediaTypeCodec	encode(io.micronaut.core.type.Argument,T,java.io.OutputStream)	object	1	/home/nima/Developer/taint-benchmarks/micronaut-core/http/src/main/java/io/micronaut/http/codec/MediaTypeCodec.java
PARAMETER	io.micronaut.http.codec.MediaTypeCodec	encode(io.micronaut.core.type.Argument,T,java.io.OutputStream)	outputStream	2	/home/nima/Developer/taint-benchmarks/micronaut-core/http/src/main/java/io/micronaut/http/codec/MediaTypeCodec.java
PARAMETER	io.micronaut.http.codec.MediaTypeCodec	encode(io.micronaut.core.type.Argument,T)	type	0	/home/nima/Developer/taint-benchmarks/micronaut-core/http/src/main/java/io/micronaut/http/codec/MediaTypeCodec.java
METHOD	io.micronaut.http.codec.MediaTypeCodec	encode(io.micronaut.core.type.Argument,T)	null	null	/home/nima/Developer/taint-benchmarks/micronaut-core/http/src/main/java/io/micronaut/http/codec/MediaTypeCodec.java
PARAMETER	io.micronaut.http.codec.MediaTypeCodec	encode(io.micronaut.core.type.Argument,T,io.micronaut.core.io.buffer.ByteBufferFactory)	type	0	/home/nima/Developer/taint-benchmarks/micronaut-core/http/src/main/java/io/micronaut/http/codec/MediaTypeCodec.java
PARAMETER	io.micronaut.http.codec.MediaTypeCodec	encode(io.micronaut.core.type.Argument,T,io.micronaut.core.io.buffer.ByteBufferFactory)	allocator	2	/home/nima/Developer/taint-benchmarks/micronaut-core/http/src/main/java/io/micronaut/http/codec/MediaTypeCodec.java
METHOD	io.micronaut.http.codec.MediaTypeCodec	encode(io.micronaut.core.type.Argument,T,io.micronaut.core.io.buffer.ByteBufferFactory)	null	null	/home/nima/Developer/taint-benchmarks/micronaut-core/http/src/main/java/io/micronaut/http/codec/MediaTypeCodec.java
PARAMETER	io.micronaut.http.MediaType	matches(io.micronaut.http.MediaType)	expectedContentType	0	/home/nima/Developer/taint-benchmarks/micronaut-core/http/src/main/java/io/micronaut/http/MediaType.java
METHOD	io.micronaut.http.HttpRequest	getCookies()	null	null	/home/nima/Developer/taint-benchmarks/micronaut-core/http/src/main/java/io/micronaut/http/HttpRequest.java
METHOD	io.micronaut.http.HttpRequest	getParameters()	null	null	/home/nima/Developer/taint-benchmarks/micronaut-core/http/src/main/java/io/micronaut/http/HttpRequest.java
METHOD	io.micronaut.http.HttpRequest	getMethod()	null	null	/home/nima/Developer/taint-benchmarks/micronaut-core/http/src/main/java/io/micronaut/http/HttpRequest.java
