kind	class	method	param	index	uri
PARAMETER	io.micronaut.jackson.JacksonConfiguration	constructType(io.micronaut.core.type.Argument,com.fasterxml.jackson.databind.type.TypeFactory)	type	0	/home/nima/Developer/taint-benchmarks/micronaut-core/jackson-databind/src/main/java/io/micronaut/jackson/JacksonConfiguration.java
PARAMETER	io.micronaut.jackson.JacksonConfiguration	constructType(io.micronaut.core.type.Argument,com.fasterxml.jackson.databind.type.TypeFactory)	typeFactory	1	/home/nima/Developer/taint-benchmarks/micronaut-core/jackson-databind/src/main/java/io/micronaut/jackson/JacksonConfiguration.java
PARAMETER	io.micronaut.jackson.databind.JacksonDatabindMapper	createReader(io.micronaut.core.type.Argument)	type	0	/home/nima/Developer/taint-benchmarks/micronaut-core/jackson-databind/src/main/java/io/micronaut/jackson/databind/JacksonDatabindMapper.java
PARAMETER	io.micronaut.jackson.databind.JacksonDatabindMapper	createWriter(io.micronaut.core.type.Argument)	type	0	/home/nima/Developer/taint-benchmarks/micronaut-core/jackson-databind/src/main/java/io/micronaut/jackson/databind/JacksonDatabindMapper.java
PARAMETER	io.micronaut.jackson.databind.JacksonDatabindMapper	readValueFromTree(io.micronaut.json.tree.JsonNode,io.micronaut.core.type.Argument)	tree	0	/home/nima/Developer/taint-benchmarks/micronaut-core/jackson-databind/src/main/java/io/micronaut/jackson/databind/JacksonDatabindMapper.java
PARAMETER	io.micronaut.jackson.databind.JacksonDatabindMapper	readValueFromTree(io.micronaut.json.tree.JsonNode,io.micronaut.core.type.Argument)	type	1	/home/nima/Developer/taint-benchmarks/micronaut-core/jackson-databind/src/main/java/io/micronaut/jackson/databind/JacksonDatabindMapper.java
METHOD	io.micronaut.jackson.databind.JacksonDatabindMapper	writeValueToTree(java.lang.Object)	null	null	/home/nima/Developer/taint-benchmarks/micronaut-core/jackson-databind/src/main/java/io/micronaut/jackson/databind/JacksonDatabindMapper.java
PARAMETER	io.micronaut.jackson.databind.JacksonDatabindMapper	writeValueToTree(io.micronaut.core.type.Argument,T)	type	0	/home/nima/Developer/taint-benchmarks/micronaut-core/jackson-databind/src/main/java/io/micronaut/jackson/databind/JacksonDatabindMapper.java
METHOD	io.micronaut.jackson.databind.JacksonDatabindMapper	writeValueToTree(io.micronaut.core.type.Argument,T)	null	null	/home/nima/Developer/taint-benchmarks/micronaut-core/jackson-databind/src/main/java/io/micronaut/jackson/databind/JacksonDatabindMapper.java
PARAMETER	io.micronaut.jackson.databind.JacksonDatabindMapper	readValue(java.io.InputStream,io.micronaut.core.type.Argument)	inputStream	0	/home/nima/Developer/taint-benchmarks/micronaut-core/jackson-databind/src/main/java/io/micronaut/jackson/databind/JacksonDatabindMapper.java
PARAMETER	io.micronaut.jackson.databind.JacksonDatabindMapper	readValue(java.io.InputStream,io.micronaut.core.type.Argument)	type	1	/home/nima/Developer/taint-benchmarks/micronaut-core/jackson-databind/src/main/java/io/micronaut/jackson/databind/JacksonDatabindMapper.java
PARAMETER	io.micronaut.jackson.databind.JacksonDatabindMapper	readValue(byte[],io.micronaut.core.type.Argument)	byteArray	0	/home/nima/Developer/taint-benchmarks/micronaut-core/jackson-databind/src/main/java/io/micronaut/jackson/databind/JacksonDatabindMapper.java
PARAMETER	io.micronaut.jackson.databind.JacksonDatabindMapper	readValue(byte[],io.micronaut.core.type.Argument)	type	1	/home/nima/Developer/taint-benchmarks/micronaut-core/jackson-databind/src/main/java/io/micronaut/jackson/databind/JacksonDatabindMapper.java
PARAMETER	io.micronaut.jackson.databind.JacksonDatabindMapper	writeValue(java.io.OutputStream,java.lang.Object)	outputStream	0	/home/nima/Developer/taint-benchmarks/micronaut-core/jackson-databind/src/main/java/io/micronaut/jackson/databind/JacksonDatabindMapper.java
PARAMETER	io.micronaut.jackson.databind.JacksonDatabindMapper	writeValue(java.io.OutputStream,io.micronaut.core.type.Argument,T)	outputStream	0	/home/nima/Developer/taint-benchmarks/micronaut-core/jackson-databind/src/main/java/io/micronaut/jackson/databind/JacksonDatabindMapper.java
PARAMETER	io.micronaut.jackson.databind.JacksonDatabindMapper	writeValue(java.io.OutputStream,io.micronaut.core.type.Argument,T)	type	1	/home/nima/Developer/taint-benchmarks/micronaut-core/jackson-databind/src/main/java/io/micronaut/jackson/databind/JacksonDatabindMapper.java
PARAMETER	io.micronaut.jackson.databind.JacksonDatabindMapper	writeValueAsBytes(io.micronaut.core.type.Argument,T)	type	0	/home/nima/Developer/taint-benchmarks/micronaut-core/jackson-databind/src/main/java/io/micronaut/jackson/databind/JacksonDatabindMapper.java
PARAMETER	io.micronaut.jackson.databind.JacksonDatabindMapper	updateValueFromTree(java.lang.Object,io.micronaut.json.tree.JsonNode)	tree	1	/home/nima/Developer/taint-benchmarks/micronaut-core/jackson-databind/src/main/java/io/micronaut/jackson/databind/JacksonDatabindMapper.java
