kind	class	method	param	index	uri
METHOD	io.micronaut.core.async.publisher.Publishers	getSingleTypeNames()	null	null	/Users/nima/Developer/micronaut-core/core-reactive/src/main/java/io/micronaut/core/async/publisher/Publishers.java
METHOD	io.micronaut.core.async.publisher.Publishers	getCompletableTypeNames()	null	null	/Users/nima/Developer/micronaut-core/core-reactive/src/main/java/io/micronaut/core/async/publisher/Publishers.java
METHOD	io.micronaut.core.async.publisher.Publishers	getNonSpecificReactiveTypeNames()	null	null	/Users/nima/Developer/micronaut-core/core-reactive/src/main/java/io/micronaut/core/async/publisher/Publishers.java
METHOD	io.micronaut.core.async.publisher.Publishers	getReactiveTypeNames()	null	null	/Users/nima/Developer/micronaut-core/core-reactive/src/main/java/io/micronaut/core/async/publisher/Publishers.java
PARAMETER	io.micronaut.core.async.publisher.Publishers$MapOrSupplyEmpty	map(T)	result	0	/Users/nima/Developer/micronaut-core/core-reactive/src/main/java/io/micronaut/core/async/publisher/Publishers.java
METHOD	io.micronaut.core.async.publisher.Publishers$MapOrSupplyEmpty	map(T)	null	null	/Users/nima/Developer/micronaut-core/core-reactive/src/main/java/io/micronaut/core/async/publisher/Publishers.java
METHOD	io.micronaut.core.async.publisher.Publishers$MapOrSupplyEmpty	supplyEmpty()	null	null	/Users/nima/Developer/micronaut-core/core-reactive/src/main/java/io/micronaut/core/async/publisher/Publishers.java
PARAMETER	io.micronaut.core.async.ReactiveStreamsTypeInformationProvider	isSpecifiedSingle(io.micronaut.core.annotation.AnnotationMetadataProvider)	annotationMetadataProvider	0	/Users/nima/Developer/micronaut-core/core-reactive/src/main/java/io/micronaut/core/async/ReactiveStreamsTypeInformationProvider.java
PARAMETER	io.micronaut.core.async.ReactiveStreamsTypeInformationProvider	isSingle(java.lang.Class)	type	0	/Users/nima/Developer/micronaut-core/core-reactive/src/main/java/io/micronaut/core/async/ReactiveStreamsTypeInformationProvider.java
PARAMETER	io.micronaut.core.async.ReactiveStreamsTypeInformationProvider	isReactive(java.lang.Class)	type	0	/Users/nima/Developer/micronaut-core/core-reactive/src/main/java/io/micronaut/core/async/ReactiveStreamsTypeInformationProvider.java
PARAMETER	io.micronaut.core.async.ReactiveStreamsTypeInformationProvider	isCompletable(java.lang.Class)	type	0	/Users/nima/Developer/micronaut-core/core-reactive/src/main/java/io/micronaut/core/async/ReactiveStreamsTypeInformationProvider.java
PARAMETER	io.micronaut.core.async.propagation.ReactorPropagation	addPropagatedContext(reactor.util.context.Context,io.micronaut.core.propagation.PropagatedContext)	context	0	/Users/nima/Developer/micronaut-core/core-reactive/src/main/java/io/micronaut/core/async/propagation/ReactorPropagation.java
PARAMETER	io.micronaut.core.async.propagation.ReactorPropagation	addPropagatedContext(reactor.util.context.Context,io.micronaut.core.propagation.PropagatedContext)	propagatedContext	1	/Users/nima/Developer/micronaut-core/core-reactive/src/main/java/io/micronaut/core/async/propagation/ReactorPropagation.java
METHOD	io.micronaut.core.async.propagation.ReactorPropagation	addPropagatedContext(reactor.util.context.Context,io.micronaut.core.propagation.PropagatedContext)	null	null	/Users/nima/Developer/micronaut-core/core-reactive/src/main/java/io/micronaut/core/async/propagation/ReactorPropagation.java
PARAMETER	io.micronaut.core.async.propagation.ReactorPropagation	addContextElement(reactor.util.context.Context,io.micronaut.core.propagation.PropagatedContextElement)	context	0	/Users/nima/Developer/micronaut-core/core-reactive/src/main/java/io/micronaut/core/async/propagation/ReactorPropagation.java
PARAMETER	io.micronaut.core.async.propagation.ReactorPropagation	addContextElement(reactor.util.context.Context,io.micronaut.core.propagation.PropagatedContextElement)	contextElement	1	/Users/nima/Developer/micronaut-core/core-reactive/src/main/java/io/micronaut/core/async/propagation/ReactorPropagation.java
METHOD	io.micronaut.core.async.propagation.ReactorPropagation	addContextElement(reactor.util.context.Context,io.micronaut.core.propagation.PropagatedContextElement)	null	null	/Users/nima/Developer/micronaut-core/core-reactive/src/main/java/io/micronaut/core/async/propagation/ReactorPropagation.java
PARAMETER	io.micronaut.core.async.propagation.ReactorPropagation	findContextElement(reactor.util.context.ContextView,java.lang.Class)	contextView	0	/Users/nima/Developer/micronaut-core/core-reactive/src/main/java/io/micronaut/core/async/propagation/ReactorPropagation.java
PARAMETER	io.micronaut.core.async.propagation.ReactorPropagation	findContextElement(reactor.util.context.ContextView,java.lang.Class)	contextElementType	1	/Users/nima/Developer/micronaut-core/core-reactive/src/main/java/io/micronaut/core/async/propagation/ReactorPropagation.java
PARAMETER	io.micronaut.core.async.propagation.ReactorPropagation	findAllContextElements(reactor.util.context.ContextView,java.lang.Class)	contextView	0	/Users/nima/Developer/micronaut-core/core-reactive/src/main/java/io/micronaut/core/async/propagation/ReactorPropagation.java
PARAMETER	io.micronaut.core.async.propagation.ReactorPropagation	findAllContextElements(reactor.util.context.ContextView,java.lang.Class)	contextElementType	1	/Users/nima/Developer/micronaut-core/core-reactive/src/main/java/io/micronaut/core/async/propagation/ReactorPropagation.java
PARAMETER	io.micronaut.core.async.propagation.ReactorPropagation	findPropagatedContext(reactor.util.context.ContextView)	contextView	0	/Users/nima/Developer/micronaut-core/core-reactive/src/main/java/io/micronaut/core/async/propagation/ReactorPropagation.java
